symbol,name,price,peratio,marketcap,annrevenue,netincome,sales12,sales13,sales14,sales15,sales16,spt12,spt13,spt14,spt15,spt16,in12,in13,in14,in15,in16,ipt12,ipt13,ipt14,ipt15,ipt16,eps12,eps13,eps14,eps15,eps16,ept12,ept13,ept14,ept15,ept16
FTEO,FRONTEO Inc (ADR),12.59,2.68,234.10M,46.24,12.31,5.13B,4.68B,4.17B,6.27B,10.55B,-,-8.83,-10.86,50.41,68.19,1.31B,500.45M,(604.36M),260.31M,(196.75M),-,-61.65,-220.76,143.07,-175.58,49.13,15.85,-17.74,7.45,-5.53,-,-67.75,-211.96,142,-174.23
LIVE,Live Ventures Inc,14.6,2.52,30.08M,78.95,17.83,3.07M,2.35M,7.27M,33.37M,78.95M,-,-23.38,208.81,359.31,136.6,(1.59M),(5.75M),(4.66M),(14.67M),17.83M,-,-262.16,18.93,-214.63,221.57,-1.52,-3.68,-2.1,-5.58,6.33,-,-142.11,42.93,-165.71,213.44
SMI,Semiconductor Manufacturing Int&#39;l (ADR),6.57,2.17,6.05B,2914.18,376.63,13.2B,16.05B,15.28B,17.34B,22.62B,-,21.58,-4.81,13.49,30.47,176.63M,1.34B,1.19B,1.96B,2.92B,-,660.48,-11.69,65.62,48.81,0.06,0.78,0.35,0.78,0.69,-,1214.75,-54.82,121.2,-11.34
LEXEA,Liberty Expedia Holdings Inc,46,1.23,2.61B,1581,2292,-,420.99M,454.73M,464.42M,1.58B,-,-,8.02,2.13,240.43,-,25.5M,45.2M,280.92M,2.29B,-,-,77.27,521.52,715.91,-,3.96,3.96,3.96,40.21,-,-,0,0,915.4
LEXEB,Liberty Expedia Holdings Inc,41,1.09,2.58B,-,-,-,420.99M,454.73M,464.42M,1.58B,-,-,8.02,2.13,240.43,-,25.5M,45.2M,280.92M,2.29B,-,-,77.27,521.52,715.91,-,3.96,3.96,3.96,40.21,-,-,0,0,915.4
EMC,EMC Corporation,0,-,-,56.85B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENV,Envestnet Inc,32,-,1.38B,420.92,4.44,123.18M,157.27M,242.54M,348.75M,420.92M,-,27.67,54.22,43.79,20.69,7.61M,465000,3.66M,14.17M,4.44M,-,-93.89,687.1,287.27,-68.7,0.24,0.01,0.11,0.41,0.12,-,-95.83,1000,272.73,-70.73
BITA,Bitauto Hldg Ltd (ADR),25.64,-,1.86B,838.73,-42.33,167.72M,234.37M,398.5M,637.96M,867.21M,-,39.74,70.03,60.09,35.94,21.45M,39.28M,78.63M,(67.48M),(75.32M),-,83.13,100.18,-185.83,-11.62,0.54,0.99,1.88,-1.16,-1.16,-,83.21,90.52,-161.65,0.36
FSTM,Fusionstorm Global Inc,0,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMBL,Nimble Storage Inc,12.47,-,1.09B,402.6,-158.32,53.84M,125.73M,227.67M,322.22M,402.6M,-,133.53,81.08,41.53,24.95,(27.89M),(43.16M),(98.85M),(120.07M),(158.32M),-,-54.74,-129.03,-21.47,-31.85,-0.51,-1.61,-1.37,-1.52,-1.85,-,-215.69,14.91,-10.95,-21.71
HUBS,HubSpot Inc,60.55,-,2.22B,270.97,-45.56,51.6M,77.63M,115.88M,181.94M,270.97M,-,50.44,49.26,57.02,48.93,(18.78M),(34.27M),(48.23M),(46.05M),(45.56M),-,-82.52,-40.72,4.51,1.07,-0.62,-1.13,-4.2,-1.39,-1.29,-,-82.03,-271.48,66.9,7.19
PCTY,Paylocity Holding Corp,35.02,-,1.79B,230.7,-3.85,55.1M,77.29M,108.69M,152.7M,230.7M,-,40.29,40.62,40.49,51.08,998000,(2.29M),(7.11M),(13.97M),(3.85M),-,-329.56,-210.34,-96.51,72.44,0.02,-0.05,-0.26,-0.28,-0.08,-,-350,-420,-7.69,71.43
BOX,Box Inc,16.37,-,2.15B,398.6,-151.79,58.8M,124.19M,216.44M,302.7M,398.61M,-,111.22,74.28,39.86,31.68,(112.79M),(168.9M),(168.23M),(202.95M),(151.79M),-,-49.75,0.4,-20.64,25.21,-1.18,-1.77,-11.48,-1.67,-1.19,-,-50,-548.59,85.45,28.74
PSTG,Pure Storage Inc,9.9,-,1.98B,727.98,-245.07,-,42.73M,174.45M,440.33M,727.98M,-,-,308.23,152.41,65.32,-,(78.56M),(183.23M),(213.75M),(245.07M),-,-,-133.23,-16.66,-14.65,-,-0.42,-0.97,-2.59,-1.26,-,-,-133.24,-166.87,51.35
PFPT,Proofpoint Inc,73.37,-,2.96B,375.5,-111.21,106.3M,137.93M,195.61M,265.4M,375.5M,-,29.76,41.82,35.68,41.48,(20.36M),(27.53M),(64.24M),(106.45M),(111.21M),-,-35.22,-133.33,-65.72,-4.47,-0.85,-0.79,-1.72,-2.68,-2.66,-,7.06,-117.72,-55.81,0.75
YUME,YuMe Inc,3.9,-,131.71M,160.41,-7.72,116.74M,151.13M,177.78M,173.25M,160.41M,-,29.45,17.63,-2.55,-7.41,89000,321000,(8.75M),(16.75M),(7.72M),-,260.67,-2824.3,-91.48,53.89,0,0.02,-0.27,-0.49,-0.22,-,640.74,-1450,-81.48,55.1
DWRE,Demandware Inc,74.97,-,-,2.85B,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBR,Amber Road Inc,7.66,-,206.54M,73.16,-18.73,43.37M,52.53M,64.83M,67.11M,73.16M,-,21.12,23.43,3.51,9.02,(2.1M),(19.25M),(30.12M),(28.08M),(18.73M),-,-818.05,-56.49,6.78,33.31,-0.34,-0.97,-1.46,-1.07,-0.7,-,-185.29,-50.52,26.71,34.58
JIVE,Jive Software Inc,4.35,-,348.41M,204.09,-13.96,113.67M,145.76M,178.69M,195.79M,204.09M,-,28.24,22.59,9.57,4.24,(47.44M),(75.37M),(56.15M),(34.85M),(13.96M),-,-58.89,25.5,37.93,59.93,-0.76,-1.12,-0.79,-0.46,-0.18,-,-47.37,29.46,41.77,60.87
AMAT,Applied Materials Inc.,38.97,19.98,42.11B,10825,1721,8.72B,7.51B,9.07B,9.66B,10.83B,-,-13.88,20.82,6.47,12.07,109M,256M,1.07B,1.38B,1.72B,-,134.86,318.75,28.45,24.98,0.09,0.21,0.88,1.13,1.55,-,133.33,319.05,28.41,37.58
ACIW,ACI Worldwide Inc,21.88,19.95,2.57B,1005.7,129.54,666.58M,864.93M,1.03B,1.05B,1.01B,-,29.76,19.55,1.15,-3.85,48.85M,63.87M,67.56M,85.44M,129.54M,-,30.75,5.78,26.46,51.62,0.42,0.54,0.59,0.73,1.1,-,29.36,8.6,23.73,50.68
SNX,SYNNEX Corporation,116.94,19.9,4.73B,14061.84,232.53,10.29B,10.85B,13.84B,13.34B,14.06B,-,5.44,27.61,-3.62,5.42,151.38M,152.24M,177.63M,206.1M,232.53M,-,0.57,16.68,16.03,12.82,4.14,4.13,4.61,5.28,5.91,-,-0.24,11.62,14.53,11.93
SYKE,Sykes Enterprises Incorporated,28.97,19.58,1.28B,1460.04,62.39,1.12B,1.26B,1.33B,1.28B,1.46B,-,12.51,5.44,-3.65,13.74,39.95M,37.26M,57.79M,68.6M,62.39M,-,-6.73,55.1,18.7,-9.05,0.91,0.87,1.36,1.64,1.49,-,-4.16,55.9,20.92,-9.15
CSGS,CSG Systems International Inc.,37.15,19.54,1.21B,760.96,62.88,756.87M,753.65M,751.29M,752.52M,760.96M,-,-0.43,-0.31,0.16,1.12,48.88M,51.35M,35.71M,62.57M,62.88M,-,5.06,-30.46,75.2,0.5,1.52,1.6,1.1,2.01,2.03,-,5.26,-31.25,82.73,1
WIT,Wipro Limited (ADR),10.16,19.2,19.39B,7833.68,1359.35,371.97B,374.26B,434.27B,469.55B,512.44B,-,0.61,16.04,8.12,9.14,55.73B,61.36B,77.97B,86.53B,88.92B,-,10.11,27.06,10.98,2.77,22.76,27.05,31.76,35.25,36.2,-,18.85,17.41,10.99,2.7
CACI,CACI International Inc,121,19.17,2.96B,3744.05,142.8,3.77B,3.68B,3.56B,3.31B,3.74B,-,-2.45,-3.19,-7.04,13,167.45M,151.69M,135.32M,126.2M,142.8M,-,-9.41,-10.79,-6.74,13.16,6.18,6.59,5.78,5.27,5.89,-,6.63,-12.29,-8.82,11.76
UMC,United Microelectronics Corp (ADR),1.98,19.02,5.21B,4869.61,273.85,115.67B,123.81B,140.01B,144.83B,147.87B,-,7.03,13.08,3.44,2.1,6.18B,12.63B,12.14B,13.45B,8.32B,-,104.47,-3.87,10.77,-38.17,0.49,1.01,0.97,1.08,0.68,-,106.12,-3.96,11.34,-37.04
GRMN,Garmin Ltd.,51.1,18.94,9.69B,3018.66,510.81,2.72B,2.63B,2.87B,2.82B,3.02B,-,-3.09,9.07,-1.76,7.03,542.4M,612.41M,364.21M,456.23M,510.81M,-,12.91,-40.53,25.26,11.96,2.78,3.13,1.89,2.39,2.71,-,12.59,-39.62,26.46,13.39
PLUS,ePlus Inc.,133.45,18.84,944.89M,1204.2,44.75,825.58M,983.11M,1.06B,1.14B,1.2B,-,19.08,7.57,8.11,4.68,23.37M,34.16M,34.97M,45.78M,44.75M,-,46.2,2.35,30.93,-2.26,2.92,4.37,4.41,6.26,6.17,-,49.66,0.92,41.95,-1.44
FN,Fabrinet,43.44,18.34,1.61B,976.75,61.9,564.73M,641.54M,677.85M,773.59M,976.75M,-,13.6,5.66,14.12,26.26,(56.47M),68.97M,91.73M,43.64M,61.9M,-,222.14,33,-52.42,41.83,-1.64,2,2.63,1.23,1.73,-,221.95,31.5,-53.23,40.65
CIMT,Cimatron Ltd.,8.83,-,-,95.02M,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNPR,Juniper Networks Inc.,27.82,18.15,10.56B,4990.1,592.7,4.37B,4.67B,4.63B,4.86B,4.99B,-,6.96,-0.9,4.99,2.72,186.5M,439.8M,(334.3M),633.7M,592.7M,-,135.82,-176.01,289.56,-6.47,0.36,0.88,-0.73,1.62,1.55,-,144.44,-182.95,321.92,-4.32
AVT,Avnet Inc.,44.4,18.1,5.77B,26219.28,506.53,25.71B,25.46B,27.5B,27.92B,26.22B,-,-0.97,8.02,1.55,-6.11,567.02M,450.07M,545.6M,571.91M,506.53M,-,-20.62,21.23,4.82,-11.43,3.85,3.26,3.95,4.18,3.87,-,-15.32,21.17,5.82,-7.42
CSPI,CSP Inc.,10.48,18.01,41.44M,103.37,2.5,84.81M,87.62M,84.62M,89.31M,103.37M,-,3.32,-3.42,5.54,15.74,6.61M,361000,1.28M,-210000,2.5M,-,-94.54,255.68,-116.36,1288.1,1.93,0.11,0.37,-0.06,0.69,-,-94.3,236.36,-116.22,1250
NSIT,Insight Enterprises Inc.,41.2,17.66,1.48B,5485.52,84.69,5.3B,5.14B,5.32B,5.37B,5.49B,-,-2.96,3.34,1.07,2.09,92.76M,71.02M,75.68M,75.85M,84.69M,-,-23.44,6.57,0.22,11.65,2.09,1.65,1.84,2,2.35,-,-21.05,11.52,8.7,17.5
ACN,Accenture Plc,118.98,17.61,73.83B,34797.66,4111.89,29.78B,30.39B,31.87B,32.91B,34.8B,-,2.07,4.87,3.26,5.72,2.55B,3.28B,2.94B,3.05B,4.11B,-,28.52,-10.37,3.81,34.66,3.97,5.08,4.64,4.87,6.58,-,27.96,-8.66,4.96,35.11
CSCO,Cisco Systems Inc.,34.08,17.54,169.97B,49247,10739,46.06B,48.61B,47.14B,49.16B,49.25B,-,5.53,-3.01,4.28,0.17,8.04B,9.98B,7.85B,8.98B,10.74B,-,24.15,-21.34,14.36,19.57,1.5,1.87,1.5,1.76,2.13,-,24.67,-19.79,17.33,21.02
NTGR,NetGear Inc.,51.45,22.86,1.71B,1328.3,75.85,1.27B,1.37B,1.39B,1.3B,1.33B,-,7.64,1.77,-6.66,2.07,86.54M,55.22M,8.79M,48.58M,75.85M,-,-36.19,-84.08,452.84,56.12,2.27,1.44,0.25,1.47,2.32,-,-36.56,-82.64,488,57.82
AEIS,Advanced Energy Industries Inc.,66.45,22.74,2.66B,483.7,116.95,451.93M,547M,367.33M,414.81M,483.7M,-,21.04,-32.85,12.93,16.61,20.18M,32.09M,69.5M,83.48M,116.95M,-,59.03,116.59,20.13,40.09,0.53,0.81,1.16,-3.89,3.21,-,52.83,43.21,-435.34,182.52
NTES,NetEase Inc (ADR),288.98,22.68,38.33B,5546.85,1685.97,1.3B,1.5B,1.9B,3.63B,5.74B,-,15.06,26.76,91.04,58.15,577.23M,723.6M,770.86M,1.07B,1.74B,-,25.36,6.53,38.95,62.75,4.4,5.58,5.92,8.15,13.29,-,26.64,6.07,37.79,63.12
CDW,CDW Corp,57.63,22.5,9.19B,13981.9,424.4,10.13B,10.77B,12.07B,12.99B,13.98B,-,6.32,12.13,7.57,7.65,119M,132.8M,244.9M,403.1M,424.4M,-,11.6,84.41,64.6,5.28,0.82,0.85,1.44,2.37,2.59,-,3.66,69.41,64.58,9.28
MFLX,Multi-Fineline Electronix Inc.,23.09,-,-,569.55M,22.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,Super Micro Computer Inc.,25.5,22.3,1.24B,2215.57,72.02,1.01B,1.16B,1.47B,1.99B,2.22B,-,14.67,26.2,35.71,11.27,29.57M,21.17M,54.12M,101.86M,72.02M,-,-28.4,155.61,88.21,-29.3,0.72,0.5,1.24,2.19,1.5,-,-30.56,148,76.61,-31.51
GSB,GlobalSCAPE Inc.,4.02,22.14,87.21M,33.34,3.95,23.37M,24.34M,26.77M,30.84M,33.34M,-,4.14,9.99,15.21,8.09,(1.8M),3.84M,3.03M,4.6M,3.95M,-,313.33,-21.2,51.95,-14.07,-0.1,0.21,0.15,0.22,0.19,-,310,-28.57,46.67,-13.64
PLNR,Planar Systems Inc.,6.58,-,-,149.76M,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QLGC,QLogic Corporation,16.07,-,-,1.36B,21.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLXS,Plexus Corp.,57.2,21.73,1.93B,2556,76.43,2.31B,2.23B,2.38B,2.65B,2.56B,-,-3.41,6.74,11.61,-3.7,62.09M,82.26M,87.21M,94.33M,76.43M,-,32.49,6.02,8.16,-18.98,1.78,2.4,2.58,2.81,2.29,-,34.83,7.5,8.91,-18.51
MAMS,MAM Software Group Inc.,6.3,21.33,80.07M,32.21,3.55,26.09M,27.47M,30.69M,31.64M,32.21M,-,5.27,11.74,3.09,1.81,4.1M,3.01M,1.67M,3.01M,3.55M,-,-26.44,-44.51,79.72,18.2,0.29,0.24,0.13,0.22,0.29,-,-17.24,-45.83,69.23,31.82
HRS,Harris Corporation,110.89,21.23,13.80B,7467,344,5.45B,5.11B,5.01B,5.08B,7.47B,-,-6.23,-1.95,1.42,46.9,551.4M,462.9M,536M,333M,344M,-,-16.05,15.79,-37.87,3.3,0.2,1.28,5.05,3.15,2.78,-,528.63,293.93,-37.65,-11.79
EBIX,Ebix Inc,60.35,21.12,1.89B,298.29,93.85,199.37M,204.71M,214.32M,265.48M,298.29M,-,2.68,4.69,23.87,12.36,70.57M,59.27M,63.56M,79.53M,93.85M,-,-16.01,7.23,25.13,18,1.91,1.58,1.68,2.29,2.88,-,-17.28,6.33,36.31,25.76
ORCL,Oracle Corporation,44.65,21.11,184.38B,37047,8901,37.12B,37.18B,38.28B,38.23B,37.05B,-,0.16,2.95,-0.13,-3.08,9.98B,10.93B,10.96B,9.94B,8.9B,-,9.46,0.27,-9.28,-10.43,1.99,2.29,2.42,2.26,2.11,-,15.08,5.68,-6.61,-6.64
DST,DST Systems Inc.,114.16,21.1,3.56B,1556.7,179,2.58B,2.66B,2.75B,2.83B,1.56B,-,3.18,3.41,2.76,-44.9,324M,352.6M,593.3M,358.2M,179M,-,8.83,68.26,-39.63,-50.03,7.22,8.15,14.83,9.95,2.6,-,12.88,81.99,-32.92,-73.87
ATHM,Autohome Inc (ADR),31.9,20.81,3.63B,866.69,178.51,116.24M,198.09M,345.67M,550.88M,895.55M,-,70.41,74.5,59.37,62.57,33.78M,74.28M,121.33M,157.54M,184.46M,-,119.87,63.35,29.85,17.08,0.32,0.74,1.14,1.4,1.61,-,132.1,52.67,23.61,15
MIXT,MiX Telematics Ltd - ADR,6.61,20.78,156.91M,116.65,14.57,1.02B,1.17B,1.27B,1.39B,1.47B,-,15.02,8.55,9.26,5.44,103.24M,128.47M,151.59M,149.62M,182.99M,-,24.44,17.99,-1.3,22.3,0.16,0.2,0.21,0.19,0.24,-,24.2,7.69,-9.52,26.32
SWKS,Skyworks Solutions Inc,97.3,20.59,17.77B,3289,995.2,1.57B,1.79B,2.29B,3.26B,3.29B,-,14.24,27.87,42.2,0.94,202.08M,278.1M,457.7M,798.3M,995.2M,-,37.62,64.58,74.42,24.66,1.09,1.48,2.44,4.21,5.27,-,35.78,64.86,72.54,25.18
LLL,L3 Technologies Inc,166.92,20.34,12.92B,10511,647,13.15B,12.63B,10.99B,10.47B,10.51B,-,-3.93,-13.01,-4.73,0.43,782M,778M,632M,282M,647M,-,-0.51,-18.77,-55.38,129.43,8.41,8.7,7.78,-2.97,9.17,-,3.45,-10.57,-138.17,408.75
IDTI,Integrated Device Technology Inc,23.59,20.29,3.13B,697.38,195.3,526.7M,487.24M,484.78M,572.91M,697.38M,-,-7.49,-0.5,18.18,21.73,37.32M,(15.92M),111.31M,114.58M,195.3M,-,-142.67,799.03,2.94,70.45,0.41,-0.14,0.59,0.63,1.36,-,-134.15,521.43,6.78,116.49
MITL,Mitel Networks Corp,6.89,24.78,857.09M,987.6,35,611.8M,535.95M,1.1B,1.03B,987.6M,-,-12.4,105.99,-7.08,-3.72,49.2M,(8.25M),(7.3M),6.5M,35M,-,-116.77,11.52,189.04,438.46,0.93,-0.15,-0.07,-0.11,-1.79,-,-116.13,56.27,-67.68,-1527.27
DAIO,Data I/O Corporation,4.98,24.7,39.89M,23.41,1.66,17.09M,18.72M,21.92M,22.02M,23.41M,-,9.55,17.13,0.42,6.34,(6.43M),(2.58M),1.1M,927000,1.66M,-,59.93,142.66,-15.65,78.64,-0.8,-0.33,0.14,0.12,0.21,-,58.75,142.42,-14.29,75
CHKP,Check Point Software Technologies Ltd.,103.38,24.67,18.18B,1741.3,724.85,1.34B,1.39B,1.5B,1.63B,1.74B,-,3.83,7.3,8.96,6.84,620M,652.8M,659.57M,685.87M,724.85M,-,5.29,1.04,3.99,5.68,3.04,3.34,3.5,3.83,4.26,-,9.87,4.79,9.43,11.23
TSRI,TSR Inc,5.25,24.55,9.57M,61,0.4,45.22M,44.91M,49.53M,57.4M,61M,-,-0.67,10.28,15.9,6.26,-62178,-520128,-85936,192711,399226,-,-736.51,83.48,324.25,107.16,-0.03,-0.26,-0.04,0.1,0.2,-,-766.67,84.62,350,100
DGII,Digi International Inc.,11.75,24.52,307.96M,203,13.48,190.56M,195.38M,192.7M,212.86M,203.01M,-,2.53,-1.37,10.46,-4.63,7.62M,5.81M,1.75M,6.59M,13.48M,-,-23.77,-69.84,276.24,104.58,0.3,0.22,0.07,0.27,0.54,-,-26.67,-68.18,285.71,98.96
ACIA,Acacia Communications Inc.,56.69,24.5,2.07B,478.41,95.28,-,-,146.23M,239.06M,478.41M,-,-,-,63.47,100.13,-,-,13.52M,11.95M,97.01M,-,-,-,-11.61,711.77,-,-,0.05,0.21,3.77,-,-,-,339.26,1673.28
EGOV,NIC Inc.,20.4,24.32,1.33B,317.91,55.34,211.14M,249.28M,272.1M,292.38M,317.91M,-,18.06,9.15,7.45,8.73,26.34M,31.71M,38.69M,41.59M,55.34M,-,20.4,22,7.51,33.05,0.4,0.49,0.59,0.63,0.84,-,22.5,20.41,6.78,33.33
FNSR,Finisar Corporation,28.36,24.25,3.12B,1263.17,35.19,952.58M,934.34M,1.16B,1.25B,1.26B,-,-1.92,23.81,8.14,0.98,42.99M,(5.45M),111.79M,11.89M,35.19M,-,-112.69,2149.63,-89.37,196.06,0.47,-0.06,1.16,0.12,0.33,-,-112.77,2033.33,-89.66,175
CRNT,Ceragon Networks Ltd,3.44,23.95,268.10M,293.64,11.43,446.65M,361.77M,371.11M,349.44M,293.64M,-,-19,2.58,-5.84,-15.97,(23.39M),(47.48M),(76.48M),1.01M,11.43M,-,-102.98,-61.08,101.32,1030.46,-0.64,-1.23,-1.22,0.01,0.15,-,-92.19,0.81,100.82,1400
CALL,magicJack VocalTec Ltd,8.6,23.92,138.04M,97.4,5.69,158.36M,143.49M,116.32M,100.96M,97.4M,-,-9.39,-18.93,-13.2,-3.53,55.85M,70.31M,3.79M,13.51M,5.69M,-,25.89,-94.62,256.94,-57.88,2.8,3.81,0.21,0.8,0.36,-,36.07,-94.49,280.95,-55
MANT,Mantech International Corp,34.9,23.73,1.37B,1601.6,56.39,2.58B,2.31B,1.77B,1.55B,1.6B,-,-10.54,-23.21,-12.62,3.32,95.02M,(6.15M),47.29M,51.13M,56.39M,-,-106.47,869.13,8.1,10.3,2.57,-0.17,1.27,1.36,1.48,-,-106.44,866.45,7.09,8.73
FTV,Fortive Corp,59.31,23.6,20.54B,6224.3,872.3,5.79B,5.96B,6.34B,6.18B,6.22B,-,3.05,6.29,-2.5,0.74,763.7M,830.9M,883.4M,863.8M,872.3M,-,8.8,6.32,-2.22,0.98,0.45,-,-,-,2.52,-,-,-,-,-
TDY,Teledyne Technologies Incorporated,124.91,23.3,4.40B,2149.9,190.9,2.13B,2.34B,2.39B,2.3B,2.15B,-,9.93,2.37,-4.01,-6.45,161.8M,185M,217.7M,195.8M,190.9M,-,14.34,17.68,-10.06,-2.5,4.47,4.96,5.87,5.55,5.52,-,10.96,18.35,-5.45,-0.54
TXN,Texas Instruments Incorporated,80.59,23.2,80.54B,13370,3551,12.69B,12.21B,13.05B,13B,13.37B,-,-3.82,6.88,-0.34,2.85,1.73B,2.13B,2.78B,2.94B,3.55B,-,22.97,30.68,5.98,20.63,1.53,1.94,2.61,2.86,3.54,-,26.8,34.54,9.58,23.78
DOX,Amdocs Limited,62.52,23.15,9.18B,3718.23,405.74,3.24B,3.35B,3.56B,3.64B,3.72B,-,3.13,6.5,2.22,2.1,391.37M,412.44M,422.12M,441.6M,405.74M,-,5.38,2.35,4.61,-8.12,2.33,2.56,2.65,2.89,2.74,-,9.87,3.52,9.06,-5.19
CTSH,Cognizant Technology Solutions Corp,58.62,23.03,35.26B,13487,1553,7.35B,8.84B,10.26B,12.42B,13.49B,-,20.37,16.05,20.98,8.63,1.05B,1.23B,1.44B,1.62B,1.55B,-,16.87,17.15,12.81,-4.35,1.75,2.04,2.37,2.67,2.56,-,16.62,16.46,12.66,-4.12
KLIC,Kulicke and Soffa Industries Inc.,20.28,22.96,1.44B,627.19,47.11,791.02M,534.94M,568.57M,536.47M,627.19M,-,-32.37,6.29,-5.65,16.91,160.58M,59.36M,62.99M,50.64M,47.11M,-,-63.03,6.12,-19.61,-6.96,2.17,0.79,0.82,0.67,0.67,-,-63.59,3.8,-18.29,0
LRCX,Lam Research Corporation,127.47,22.93,20.75B,5885.89,914.05,2.67B,3.59B,4.6B,5.25B,5.89B,-,34.23,28.12,14.13,12.2,168.72M,113.88M,632.29M,655.58M,914.05M,-,-32.51,455.23,3.68,39.43,1.36,0.67,3.84,4.11,5.75,-,-50.74,473.13,7.03,39.9
PLT,Plantronics Inc,52.99,22.87,1.77B,856.91,68.39,715.77M,758.83M,819.57M,861.36M,849.08M,-,6.02,8.01,5.1,-1.43,109.04M,106.4M,112.42M,112.3M,68.39M,-,-2.42,5.65,-0.1,-39.1,2.48,2.55,2.65,2.69,2,-,2.82,3.92,1.51,-25.65
MXL,MaxLinear Inc.,26.5,29.24,1.74B,387.83,61.29,97.73M,119.65M,133.11M,300.36M,387.83M,-,22.43,11.25,125.64,29.12,(13.25M),(12.73M),(7.04M),(42.33M),61.29M,-,3.92,44.7,-501.21,244.79,-0.4,-0.37,-0.19,-0.79,0.96,-,7.5,48.65,-315.79,221.52
GOOG,Alphabet Inc,814.43,28.82,562.43B,-,-,49.96B,59.73B,65.83B,73.59B,89.73B,-,19.56,10.21,11.79,21.94,10.79B,12.21B,13.62B,15.83B,19.48B,-,13.22,11.51,16.2,23.08,16.42,18.29,19.82,23.12,28.32,-,11.38,8.36,16.64,22.51
CTRL,Control4 Corp,15.27,28.72,377.65M,208.8,12.95,109.51M,128.51M,148.8M,163.18M,208.8M,-,17.35,15.79,9.66,27.96,(3.72M),3.5M,8.16M,(1.65M),12.95M,-,194.09,132.83,-120.26,884.14,-0.21,0.33,0.34,-0.07,0.55,-,257.14,3.03,-120.59,885.71
CAMT,Camtek LTD.,3.84,28.68,136.43M,109.52,4.73,84.55M,85.41M,88.31M,99.28M,109.52M,-,1.01,3.4,12.41,10.32,3000,7000,3.34M,(10.11M),4.73M,-,133.33,47571.43,-403.06,146.81,0,0,0.11,-0.3,0.13,-,100,54900,-372.73,143.33
MANH,Manhattan Associates Inc.,49.62,28.67,3.49B,604.56,124.23,376.25M,414.52M,492.1M,556.37M,604.56M,-,10.17,18.72,13.06,8.66,51.85M,67.3M,82M,103.48M,124.23M,-,29.78,21.85,26.19,20.06,0.66,0.88,1.09,1.41,1.73,-,33.33,23.86,29.36,22.7
SATS,Echostar Corporation,55.18,28.66,5.22B,3056.73,181.67,3.12B,3.28B,3.45B,3.14B,3.06B,-,5.15,4.97,-8.76,-2.77,211.05M,2.53M,152.87M,153.36M,179.93M,-,-98.8,5954.42,0.32,17.33,2.42,0.03,1.81,1.77,1.94,-,-98.76,5933.33,-2.21,9.6
NCR,NCR Corporation,43.61,28.64,5.43B,6543,234,5.73B,6.12B,6.59B,6.37B,6.54B,-,6.86,7.64,-3.31,2.67,140M,452M,181M,(154M),283M,-,222.86,-59.96,-185.08,283.77,0.92,2.68,1.14,-1.09,1.76,-,191.3,-57.46,-195.61,261.47
LOGI,Logitech International SA (USA),31.69,28.6,5.56B,2018.1,128.36,2.04B,1.97B,1.95B,1.86B,1.96B,-,-3.32,-1.02,-4.57,5.28,63M,(213.97M),68.21M,138.06M,124.88M,-,-439.64,131.88,102.39,-9.55,0.36,-1.35,0.42,0.06,0.71,-,-474.63,131.18,-86.79,1172.76
SAIC,Science Applications International Corp,86.09,28.41,3.78B,4315,117,10.59B,4.78B,4.12B,3.89B,4.32B,-,-54.84,-13.8,-5.73,11.07,(11M),182M,113M,141M,117M,-,1754.55,-37.91,24.78,-17.02,-,-,2.33,3.01,2.55,-,-,-,29.18,-15.28
JKHY,Jack Henry &amp; Associates Inc.,93.33,28.41,7.25B,1354.65,248.87,1.03B,1.13B,1.17B,1.26B,1.35B,-,9.96,3.88,7.08,7.84,154.98M,176.65M,186.72M,211.22M,248.87M,-,13.98,5.7,13.12,17.82,1.79,2.05,2.2,2.6,3.13,-,14.53,7.32,18.18,20.38
HIMX,Himax Technologies Inc. (ADR),9.28,28.34,1.60B,691.79,25.2,738.67M,769.38M,834.65M,691.46M,803.98M,-,4.16,8.48,-17.16,16.27,51.69M,61.37M,66.13M,25.18M,50.98M,-,18.71,7.76,-61.92,102.43,0.3,0.36,0.38,0.14,0.3,-,19.56,4.98,-62.92,111.87
PLAB,Photronics Inc.,10.85,28.17,749.14M,483.46,46.2,450.44M,422.18M,455.53M,524.21M,483.46M,-,-6.27,7.9,15.08,-7.77,27.87M,17.97M,26M,44.63M,46.2M,-,-35.53,44.7,71.66,3.53,0.46,0.3,0.42,0.67,0.68,-,-34.78,40,59.52,1.49
ADI,Analog Devices Inc.,81.64,27.84,29.60B,3421.41,861.66,2.7B,2.63B,2.86B,3.44B,3.42B,-,-2.5,8.77,19.91,-0.4,651.24M,673.49M,629.32M,696.88M,861.66M,-,3.42,-6.56,10.74,23.65,2.18,2.19,2.01,2.23,2.79,-,0.46,-8.22,10.95,25.11
